Diltiazem Hydrochloride,1398.4,58
Motion Sickness Relief,1101.37,1
AVODART,3425.0,69
Ceftriaxone Sodium,4182.99,81
Gablofen,1228.88,34
Leucovorin Calcium,6942.63,48
Parafon Forte DSC,1663.17,6
Umecta,7251.91,79
Furosemide,3516.94,51
IBU,7259.89,3
Earwax Removal Kit,5586.41,98
Thompson Seedless Grape,9566.48,2
Reliance Hand Saniziter,9572.02,85
Dehydrated Alcohol,1143.3,34
Colgate Optic White,9899.31,77
Tigan,7827.14,36
Bacsode,3801.39,44
Cephalexin,4697.86,5
DIOVAN HCT,8324.1,53
VANILLA,3336.93,66
Bupivacaine Hydrochloride and Epinephrine,7757.69,49
Promolaxin,6615.97,80
GARAMYCIN,3700.55,86
Ketodan,1156.71,41
NARS PURE SHEER SPF LIP TREATMENT,6341.4,55
Pleo Quent,6501.36,81
Neuralgo Rheum,9419.55,48
Avon Elements,4910.25,28
Naproxen,7944.35,87
SUCRALFATE,2780.01,31
Divalproex Sodium,3790.27,54
Healing Waters Vanilla Orchid Anti-Bacterial Hand Sanitizer,1747.57,55
Ciclopirox Olamine,3269.39,58
CLE DE PEAU BEAUTE FOUNDATION I,8381.24,65
Aphen,4926.47,33
Cough Syrup,7944.53,26
EXSEL SPORT,3171.08,58
Hydroxyzine Hydrochloride,2586.71,9
Clarity Clear Skin Essentials,8729.48,28
Glyburide and Metformin Hydrochloride,1623.34,90
Sterile Vancomycin Hydrochloride,3140.88,95
Lovenox,7962.47,81
Pleo Rec,7656.84,99
Optiray,9089.95,38
Anti-Bacterial Hand,4348.25,10
ALTAVERA,6420.1,41
Sodium Chloride,5884.67,7
Levothyroxine Sodium,7419.15,79
Optison,2487.49,29
Banzel,2270.0,13
Haddock,9603.51,95
IPKN HYDRO AND PORE BB 02 MEDIUM,3628.64,70
CVS Earwax Removal Aid,7135.84,58
MegaFresh Antibacterial Deodorant,5121.59,35
Tacrolimus,6223.74,37
Benztropine Mesylate,1151.34,53
Senior B,5417.87,15
Aspirin-Free Tension Headache,7580.86,96
TopCare Nite Time,3141.9,64
Phenylephrine Hydrochloride,3853.68,26
Intervene Makeup SPF 15 Soft Toast,6267.58,99
Fluticasone Propionate,9698.22,51
Eszopiclone,5863.94,95
Cevimeline Hydrochloride,9955.5,92
Whitening,6661.75,16
PR Benzoyl Peroxide Wash,7682.26,48
Listerine FreshBurst Antiseptic,7163.89,5
Rizatriptan Benzoate,5855.97,51
careone childrens mucus relief,2564.78,48
Amoxicillin,1151.62,71
BLEPHAMIDE,7094.75,37
Hops,1628.53,52
LAMICTAL,3246.45,88
Fludeoxyglucose F18,8730.21,44
"Dextroamphetamine saccharate, amphetamine aspartate, dextroamphetamine sulfate, and amphetamine sulfate",4332.86,58
ATORVASTATIN CALCIUM,9518.67,31
ACANYA,4869.83,15
Azithromycin,1449.66,30
Kogenate FS,5946.98,83
Kimvent,7889.11,77
Instant Hand Sanitizer Candy Apple,3167.21,42
up and up temporary minor arthritis pain relief,6581.94,9
Miconazole Nitrate,5619.33,44
Dover Coldonyl,7516.16,62
Klor-Con,8476.61,93
CITALOPRAM HYDROBROMIDE,1242.54,19
Rhus Aconitum Special Order,2964.68,78
Opana,2472.71,96
Pleo Alkala Antacid,8640.52,81
SEROQUEL,2705.2,50
AMARYL,7409.47,91
Lightning McQueen Sun Smacker SPF 24 Revved Up Raspberry,3759.95,40
Cultivated Rye,2137.5,23
Flu-less,5115.83,4
Sodium Bicarbonate,2755.76,85
Omeprazole,8995.84,85
Benazepril Hydrochloride,6756.01,97
LABORATOIRE REMEDE TRANSLUCENT UV COAT TINT 0,2483.13,86
PREDNISOLONE ACETATE,6394.5,18
PHILITH,8742.25,23
lisinopril,4630.53,47
Eve Lom Radiance Lift Foundation SPF 15,7796.3,32
Amlodipine Besylate,8922.35,55
Sprayology DigestivEase,9000.06,88
Crataegus Nicotiana,4351.44,19
CIMETIDINE,6243.22,59
TOPIRAMATE,4121.42,59
Ear Care,3748.47,65
Ranitidine Hydrochloride,6634.21,60
Itch Relief,8438.69,53
RUE21 Cherry Blossom Antibacterial Hand Sanitizer,3228.69,97
Medroxyprogesterone Acetate,1157.86,12
good neighbor pharmacy eye itch relief,5074.49,54
Hydrocortisone,4785.62,33
ABILIFY,3117.34,66
Skin Eruptions Cough,5308.73,14
Rite Aid Dandruff,5842.64,35
Diphenoxylate Hydrochloride and Atropine Sulfate,1404.35,81
PODOFILOX,6662.77,81
BDNF,2712.49,26
Citalopram Hydrobromide,8193.16,14
Propranolol Hydrochloride,2513.92,23
Nutra RX Arnica Pain and Healing,5419.75,52
Stemphylium sarciniforms,2045.1,69
isosorbide mononitrate,5557.05,48
Acacia Pollen,1710.59,89
Cisatracurium Besylate,5316.3,87
Urea,3960.94,95
Sarna,3227.05,69
Losartan Potassium,7377.15,56
TC Instant Hand Sanitizer,1152.65,47
Nitroglycerin,7039.69,11
ZzzQuil,6428.0,38
Elcure Ato,5420.23,99
Naropin,3645.2,24
"Pollens - Trees, Hackberry Celtis occidentalis",4622.89,69
Ibuprofen,3718.66,19
ISOSORBIDE MONONITRATE,4961.75,80
Ramipril,7089.89,100
equaline antacid,1637.93,85
Raloxifene hydrochloride,4667.37,22
Smooth Brome,2526.28,33
LEVOFLOXACIN,1319.95,37
Lemongrass Tea Antibacterial Foaming Hand Wash,4621.58,20
Regular Strength Antacid Calcium Supplement,7797.98,74
Peach,6259.63,93
Bupivacaine Hydrochloride,5383.02,15
Zep Instant Hand Sanitizer,8194.79,30
Hongo Killer,7320.02,26
Atenolol,9041.8,67
AHC Revitalizing Special Gen Serum,8937.18,9
Synalar,3713.89,95
Postpartum Issues,6449.06,70
Mucus Relief Cough,9234.9,71
Complete Allergy Medicine,8958.25,68
Polyethylene Glycol (3350),3663.78,54
Lip Remedy Medicinal Lip Balm,5564.91,75
Scrub-In Surgical Scrub Brush/Sponge,8447.6,44
Antacid,1955.52,90
flormar REBORN BB SUNSCREEN BROAD SPECTRUM SPF 30 CP21 Soft Beige,9206.55,73
ibuprofen,9521.58,42
Captopril,4996.2,39
TRAMADOL HYDROCHLORIDE,3684.3,92
"Food - Animal Products and Poultry Products, Egg, Yolk Gallus sp.",8832.68,48
BareMinerals,9202.31,63
Cyclobenzaprine Hydrochloride,8427.25,35
Gris-PEG,9319.36,87
Lidocaine Hydrochloride,4172.52,1
Pro-Flex,5517.99,6
Sardine,9922.18,70
PANTOPRAZOLE SODIUM,1252.85,40
CLE DE PEAU BEAUTE RADIANT FLUID FOUNDATION,9487.37,93
smart sense miconazole 1,4870.69,31
Icy Hot Medicated Roll Medium,2927.37,42
Hazelnut,9705.38,36
Menstrual Relief,8067.94,17
Fentanyl Citrate,5218.72,87
Dextrose,1663.31,69
Be gone Cuts and Scrapes,1389.42,59
Sleep Aid,9464.83,35
Carvedilol,3212.92,32
SOMA Hepati,1037.0,33
Doxycycline Hyclate,8876.28,37
Sleep Aid,2449.64,73
Famotidine,7881.69,50
StretchEasy Formula,7076.27,7
Neutrogena Ultra Gentle Soothing,3247.71,72
Cold and Cough High Blood Pressure,3195.16,7
Helminthosporium,9254.54,72
Ligatone,5071.55,69
Loratadine,9113.63,86
Cilostazol,1814.13,30
Valsartan and Hydrochlorothiazide,9447.08,13
Morning Sickness,1093.1,10
ADVANCED HYDRO-LIQUID COMPACT (REFILL),5383.48,35
Childrens Pain and Fever,8976.91,24
ProFormance Series Foam Non-Alcohol Sanitizer,4658.46,26
Simvastatin,8450.56,64
RUMEX ACETOSELLA POLLEN,8409.07,44
flormar REBORN BB SUNSCREEN BROAD SPECTRUM SPF 30 CP07 Nude Beige,2814.06,57
ENBREL,9738.99,58
Doxycycline Hyclate,6611.81,72
Grass Smut Mixture,6513.78,69
Clear Pore Clarifier,5967.5,93
Levothroid,9919.71,79
Anti-Bacterial Deep Cleansing Hand Gel,5950.06,91
Ropinirole,9842.45,31
Quinapril Hydrochloride and Hydrochlorothiazide,1270.23,53
Medique CCP Caffeine Free,1650.27,31
Clonidine Hydrochloride,4833.14,80
Omeprazole,5622.68,69
KADCYLA,4777.18,99
Finasteride,6777.57,69
healthy accents allergy relief,4449.43,30
Oxygen,4448.63,66
INDOMETHACIN,5619.08,23
Valacyclovir Hydrochloride,4400.21,55
MAGNESIA MURIATICA,7183.35,43
Famciclovir,5523.01,40
Fluvoxamine Maleate,9438.25,99
Leader Allergy Relief D-24,1213.91,52
Slim Remedy No. 15,3480.31,48
Highmark Professional Premium Foam Antibacterial Handwash,5499.79,73
HEADACHE FLATULENCE,6591.53,49
Trazodone Hydrochloride,8112.98,18
Crest 3D White,9277.38,66
All Day Allergy,2212.93,42
Daytime,5143.84,98
dg health flu and severe cold and cough,7372.43,23
Vancomycin Hydrochloride,6483.39,61
Salicylic Acid,7949.98,72
NU-DERM Tolereen,4726.82,67
ADRUCIL,7217.37,48
Homeopathic Muscle Pain and Stiffness Formula,6302.52,98
Ceftriaxone Sodium,3417.06,6
ESIKA,3901.67,6
ALL DAY RELIEF,4590.14,24
Mirtazapine,3371.73,74
Simvastatin,8350.68,1
FUROSEMIDE,7178.33,5
Hydrocodone Bitartrate and Acetaminophen,3265.98,63
Birth-Heal,4765.19,42
Lipitor,8184.87,5
Sertraline Hydrochloride,7132.58,73
"Molds, Rusts and Smuts, Aspergillus fumigatus",2877.94,78
Sumatriptan Succinate,6921.51,11
Phenazopyridine Hydrochloride,5637.32,66
Alprazolam,2219.47,67
Terazosin,6328.09,1
Ciclopirox,3735.8,12
Amoxicillin and Clavulanate Potassium,5678.98,95
H-Balm Cleanse,8557.53,20
CORYLUS AMERICANA POLLEN,7588.08,82
Ursodiol,2193.7,24
Acetaminophen,7387.44,55
Clindamycin Hydrochloride,5051.75,29
POTASSIUM CHLORIDE IN SODIUM CHLORIDE,9723.87,1
LidoCream 5,4770.37,80
Lorazepam,5716.48,72
Eupatorium comp.,8457.06,55
Hygienic Cleansing Pads,7388.91,39
Guaifenesin,7285.93,62
Maximum Strength Heartburn Relief 150,5314.63,12
Reed Therapeutics Pain Relieving Therapy,9859.22,85
Tizanidine,9659.75,6
Good Sense Nasal,9528.35,25
Being Well Adult Cough Relief DM,9040.26,39
Glipizide,2591.9,87
Gabapentin,9196.22,100
DrxNoze Nosebleed Relief,6109.61,50
Leader,4926.1,58
Sulfamethoxazole and Trimethoprim,3515.45,71
care one pain relief,3199.29,25
Hydroxychloroquine Sulfate,2100.88,71
Clomipramine Hydrochloride,7578.54,44
Ampicillin and Sulbactam,1930.12,38
CVS Pharmacy,7649.11,73
kirkland signature laxaclear,4510.29,35
Topcare Cold and Cough,9231.56,6
OXYGEN,3327.19,2
Aldex AN,8790.9,75
Enchanted Moments Berries and Cream Hand Sanitizer,5748.12,83
Lytensopril-90,7111.46,61
AcneFree,5437.29,5
Ibuprofen,5914.6,44
Buspirone Hydrochloride,4046.4,87
EFFET PARFAIT,7976.56,12
Cinnamon Clove Antibacterial Foaming Hand Wash,4607.1,78
BRODA Acne,9837.66,21
Family Wellness Acid Reducer,7823.59,79
Donepezil hydrochloride,4978.6,19
DURAGESIC,7710.94,15
Spironolactone,8731.48,76
FLAWLESS FINISH PERFECTLY NUDE MAKEUP BROAD SPECTRUM SUNSCREEN SPF 15 SHADE WARM MAHOGANY,7380.17,87
WEGMANS,8249.38,44
Technetium Tc99m Generator,9202.04,91
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,9934.21,53
Loud Child,8502.93,19
CVS Capsaicin,8739.7,51
MBM 13 Female,6854.16,18
fomepizole,7062.02,34
Arniflora,6503.94,44
Methocarbamol,3103.35,98
Obao,9514.5,13
Hourglass Illusion Tinted Moisturizer Sand,9992.59,45
OXCARBAZEPINE,7851.57,20
Alprazolam,3086.67,22
Nitrogen,8927.92,27
Atenolol,8809.87,70
Simcor,4120.43,100
HAVRIX,3709.62,47
Dexamethasone,7888.76,6
SUPER SENSITIVE DIAPER RASH,9446.39,26
Duane Reade,3449.5,34
Gemzar,6317.58,54
BICILLIN CR,7415.87,35
Smooth Brome,5850.41,92
Loxapine,4079.93,25
ARSENICUM ALBUM,2341.06,76
Humco Sodium Bicarbonate,6441.19,32
Ampicillin,4292.19,71
Ver,1454.85,9
Porcelana Night Skin Lightening,6167.35,28
Isoniazid,6044.39,39
Pleo Poly G,2965.75,69
"Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate",8886.61,6
Antibacterial Hand Sanitizer Gel,6458.61,95
TOBI,5922.82,84
SmartMouth,5754.92,89
Antibacterial,9677.13,61
MEGESTOL,8135.68,37
Alprazolam,7885.89,73
Stendra,9497.97,79
Isoniazid,2661.17,44
Pain Relief PM,1504.87,77
Penicillin V Potassium,4757.14,6
leader hair regrowth treatment,8609.31,42
Misoprostol,5126.91,35
kids cold,6942.82,67
Adult Glycerin Laxative,9608.82,67
Stalevo,6919.92,20
Extra Strength Pain Relief,3992.14,46
INDOCIN,3989.84,99
Amitriptyline Hydrochloride,4301.21,35
bareMinerals 5-in-1 BB Advanced Performance Eyeshadow Broad Spectrum SPF 15,6965.3,80
Clear Proof Pore Purifying Serum,4879.26,53
